avg_burst_time,burst_time_variance,avg_priority,arrival_spread,label,scheduler
12.27272727,3.886828787,5.636363636,59,FCFS,FCFS
13.16666667,4.763868643,6.833333333,74,FCFS,FCFS
11.61111111,4.360668767,5.333333333,101,FCFS,FCFS
11.36363636,4.140108195,7.363636364,54,FCFS,FCFS
12.47058824,4.244271531,4.941176471,111,FCFS,FCFS
11.66666667,4.18993503,6.444444444,119,FCFS,FCFS
12.625,3.772847068,5.375,46,FCFS,FCFS
13.38888889,4.762572704,5.611111111,102,FCFS,FCFS
15.1,4.784349486,5.2,41,FCFS,FCFS
14.1,5.166236541,5.3,61,FCFS,FCFS
12,3.464101615,4.666666667,21,FCFS,FCFS
11.45454545,5.662695092,4.818181818,49,FCFS,FCFS
12.72222222,3.898796902,6.055555556,102,FCFS,FCFS
10.85714286,3.481730745,3.857142857,47,FCFS,FCFS
12.73684211,4.140202198,5.421052632,80,FCFS,FCFS
12.6,4.715930449,5.6,31,FCFS,FCFS
10.14285714,4.453844934,6.428571429,32,FCFS,FCFS
10.7,4.337049688,5.1,26,FCFS,FCFS
9.666666667,3.636237372,3.666666667,29,FCFS,FCFS
13.5,4.924428901,6.666666667,33,FCFS,FCFS
11.8,3.655133376,4,25,FCFS,FCFS
14.75,4.185789452,4.25,52,FCFS,FCFS
12.94736842,4.44230481,4.105263158,101,FCFS,FCFS
11.8,4.763752023,6.2,69,FCFS,FCFS
11.53333333,4.333846124,4.933333333,92,FCFS,FCFS
9.875,3.179524335,4.75,60,FCFS,FCFS
11,4.066120182,4.933333333,64,FCFS,FCFS
13.9,4.657252409,5.1,73,FCFS,FCFS
11,3,6.666666667,32,FCFS,FCFS
13.66666667,4.294699576,5.333333333,50,FCFS,FCFS
10.16666667,4.879093723,5.833333333,33,FCFS,FCFS
15.90909091,4.337040161,4.090909091,51,FCFS,FCFS
12.25,4.023369235,4.75,34,FCFS,FCFS
10.33333333,4.109609335,5.666666667,42,FCFS,FCFS
11.61111111,4.124976618,4.777777778,92,FCFS,FCFS
11.85,4.350574675,6.6,111,FCFS,FCFS
12.93333333,4.864383026,5.8,84,FCFS,FCFS
11.27272727,4.30836204,5.090909091,58,FCFS,FCFS
14.27272727,2.699862255,4.727272727,46,FCFS,FCFS
11.6,4.317406629,2.8,24,FCFS,FCFS
10.6,5.083306011,4.6,23,FCFS,FCFS
11.75,5.16599458,5,36,FCFS,FCFS
13.21052632,5.11529129,5.947368421,98,FCFS,FCFS
12.33333333,4.268749492,6.5,62,FCFS,FCFS
11.625,4.594493987,5.625,79,FCFS,FCFS
13,4.81983083,5.769230769,67,FCFS,FCFS
15.17647059,3.697937328,6.117647059,69,FCFS,FCFS
16.33333333,3.887301263,5.111111111,51,FCFS,FCFS
10.125,3.585997072,4.125,24,FCFS,FCFS
13,6.542170894,6.8,15,FCFS,FCFS
9.333333333,2.581988897,5,42,FCFS,FCFS
12.28571429,3.513821107,6.357142857,77,FCFS,FCFS
12.72727273,3.839765833,5.636363636,64,FCFS,FCFS
13,4.255715112,5.277777778,80,FCFS,FCFS
13.5,3.253203549,4.666666667,34,FCFS,FCFS
11.77777778,4.893936788,4.5,81,FCFS,FCFS
14.30769231,3.267193936,4.923076923,89,FCFS,FCFS
11.92857143,4.431450677,5.857142857,79,FCFS,FCFS
12.5,4.344536799,5.3125,87,FCFS,FCFS
12.9375,4.62964294,5.75,81,FCFS,FCFS
13.125,4.897384506,5.1875,100,FCFS,FCFS
11.76470588,4.222201987,5.764705882,106,FCFS,FCFS
12.33333333,4.546060566,5.333333333,56,FCFS,FCFS
14.25,4.54835135,4.583333333,54,FCFS,FCFS
13.27777778,3.708931496,6.777777778,86,FCFS,FCFS
10.35294118,4.351351061,5,75,FCFS,FCFS
9.916666667,3.904235592,4.416666667,47,FCFS,FCFS
12.82352941,3.501853192,5.823529412,72,FCFS,FCFS
11,3.633180425,5.6,26,FCFS,FCFS
12.92857143,4.026063049,5.142857143,83,FCFS,FCFS
14.70588235,4.534374668,6.411764706,80,FCFS,FCFS
13.21428571,4.768626209,4.214285714,86,FCFS,FCFS
13.30769231,4.793980446,5.384615385,67,FCFS,FCFS
8.4,2.416609195,4.2,14,FCFS,FCFS
13.25,4.235268587,5.75,84,FCFS,FCFS
16,3.286335345,9.2,23,FCFS,FCFS
11.6,4.029888336,4.6,25,FCFS,FCFS
13.55555556,4.219297232,5.111111111,34,FCFS,FCFS
12.23529412,4.570099906,5.294117647,92,FCFS,FCFS
10.94736842,5.052083304,5.421052632,82,FCFS,FCFS
12,3.435112807,5.6,39,FCFS,FCFS
11.11764706,4.775948972,5.294117647,109,FCFS,FCFS
13.27777778,4.174067501,4.888888889,95,FCFS,FCFS
12.625,4.181432171,6.25,51,FCFS,FCFS
11.38461538,4.79644839,5.461538462,73,FCFS,FCFS
13.75,4.515251931,6.9,120,FCFS,FCFS
13.15789474,4.891056908,6.052631579,97,FCFS,FCFS
13.17647059,4.382254243,5.411764706,68,FCFS,FCFS
12.33333333,4.281744193,5.222222222,83,FCFS,FCFS
9.875,4.794202228,6.375,77,FCFS,FCFS
12.66666667,5.015531433,5.733333333,81,FCFS,FCFS
13.27272727,4.158035137,6.181818182,54,FCFS,FCFS
12.89473684,4.876309399,6.263157895,89,FCFS,FCFS
14.6,2.727636339,5.6,17,FCFS,FCFS
12.4,5.908186411,5.466666667,68,FCFS,FCFS
12.76923077,4.209035083,4.769230769,82,FCFS,FCFS
8.9375,4.943034872,7.1875,80,FCFS,FCFS
11.66666667,4.18993503,5.5,19,FCFS,FCFS
12.75,4.303583778,7,67,FCFS,FCFS
13.42857143,3.736199094,6.714285714,31,FCFS,FCFS
12.41666667,5.514501086,6.5,64,FCFS,FCFS
15.4,5.288982259,6.266666667,68,FCFS,FCFS
14.16666667,5.145116347,5,25,FCFS,FCFS
13.47058824,4.131908077,5.764705882,83,FCFS,FCFS
14.06666667,4.809250346,5.066666667,76,FCFS,FCFS
13.92307692,3.911748349,5.384615385,56,FCFS,FCFS
12.57894737,4.452270733,4.894736842,107,FCFS,FCFS
11.5,4.362084109,5.944444444,104,FCFS,FCFS
13.94444444,4.564016533,5,89,FCFS,FCFS
13.66666667,4.624812309,5.25,49,FCFS,FCFS
11.6875,3.964195221,5.1875,79,FCFS,FCFS
14.93333333,5.012872319,4.4,91,FCFS,FCFS
13,4.971346469,5.714285714,68,FCFS,FCFS
11.2,2.993325909,4,23,FCFS,FCFS
13.5,3.807886553,5.5,84,FCFS,FCFS
10,3.681787006,4.777777778,36,FCFS,FCFS
13.25,4.366062299,4.4375,79,FCFS,FCFS
12.63157895,4.792653658,5.263157895,107,FCFS,FCFS
11.73684211,4.493762991,6.157894737,101,FCFS,FCFS
11.30769231,4.303569456,4.307692308,53,FCFS,FCFS
11.69230769,4.563814454,5.923076923,69,FCFS,FCFS
12.64705882,4.391719166,4.411764706,95,FCFS,FCFS
12.81818182,3.485507184,6.454545455,68,FCFS,FCFS
13,4.082482905,4.5,25,FCFS,FCFS
12.125,5.622221536,6.375,38,FCFS,FCFS
12.07142857,4.920282886,6.214285714,84,FCFS,FCFS
10.875,4.910129835,5.75,36,FCFS,FCFS
12,2.097617696,5.6,28,FCFS,FCFS
12.14285714,5.343315488,6.285714286,52,FCFS,FCFS
11.25,4.145780988,7,34,FCFS,FCFS
13.42857143,4.981598793,7,35,FCFS,FCFS
11.58823529,4.486041404,5.823529412,96,FCFS,FCFS
11.61538462,4.812459175,7,50,FCFS,FCFS
12.77777778,3.794082462,6.666666667,56,FCFS,FCFS
12.66666667,5.217491947,3.833333333,26,FCFS,FCFS
10.71428571,2.602981023,8.285714286,26,FCFS,FCFS
14.125,4.833153732,5.625,41,FCFS,FCFS
11.36842105,4.43918587,6.263157895,105,FCFS,FCFS
13.9,3.858756276,5.1,121,FCFS,FCFS
12.15384615,5.126794678,5.692307692,76,FCFS,FCFS
11.23076923,4.885675233,5.230769231,70,FCFS,FCFS
11.25,4.185789452,6.166666667,80,FCFS,FCFS
12.55555556,5.272804675,5.111111111,48,FCFS,FCFS
13.63636364,4.051323628,6.272727273,66,FCFS,FCFS
12.23076923,6.091025506,5.615384615,71,FCFS,FCFS
13.1875,5.027657879,6.125,70,FCFS,FCFS
10.90909091,3.369773271,6.363636364,42,FCFS,FCFS
11.71428571,5.443588252,4.071428571,50,FCFS,FCFS
12.63636364,4.354156369,4.272727273,51,FCFS,FCFS
14.11111111,3.413842555,6.222222222,36,FCFS,FCFS
10.2,3.828837944,6.3,103,FCFS,FCFS
12.16666667,5.177408189,3.25,53,FCFS,FCFS
13.55555556,4.34897462,5.166666667,98,FCFS,FCFS
12.85714286,5.383269623,4.285714286,30,FCFS,FCFS
11.84210526,4.614201851,5.578947368,96,FCFS,FCFS
12.25,3.665719575,4.25,45,FCFS,FCFS
13,3.905124838,6.75,34,FCFS,FCFS
11.61111111,4.138422793,6.055555556,78,FCFS,FCFS
9.8,4.79165942,3.4,16,FCFS,FCFS
10.58823529,4.512190332,6.117647059,98,FCFS,FCFS
12.5,3.4278273,4.833333333,74,FCFS,FCFS
13.61111111,4.945692726,4.944444444,97,FCFS,FCFS
11.75,4.235268587,5,53,FCFS,FCFS
11.65,4.661276649,6.9,113,FCFS,FCFS
10.9375,4.930374605,4.8125,55,FCFS,FCFS
12.41666667,5.314419588,4.416666667,52,FCFS,FCFS
11.88235294,5.200479084,4.823529412,82,FCFS,FCFS
10.89473684,4.887090802,4.526315789,96,FCFS,FCFS
11.71428571,3.806546456,6.714285714,24,FCFS,FCFS
15.77777778,3.552081636,5,32,FCFS,FCFS
10.54545455,4.097973698,5.090909091,62,FCFS,FCFS
13.55,5.352335939,4.95,85,FCFS,FCFS
10.1,4.346262762,6.3,47,FCFS,FCFS
12.63636364,5.174636171,6.181818182,62,FCFS,FCFS
10.88888889,3.572874487,3.555555556,40,FCFS,FCFS
11.875,4.807221131,4.875,35,FCFS,FCFS
14.6,3.469870315,4.8,52,FCFS,FCFS
14.77777778,3.99382239,5.5,98,FCFS,FCFS
13.14285714,3.757984697,5.857142857,24,FCFS,FCFS
13.6,4.45421149,4,18,FCFS,FCFS
13.85714286,5.6170295,5,42,FCFS,FCFS
12.27272727,4.882080575,4.909090909,62,FCFS,FCFS
14,4.371625683,6.777777778,46,FCFS,FCFS
13.28571429,4.430874977,5.142857143,28,FCFS,FCFS
12.72222222,3.723880228,4.166666667,84,FCFS,FCFS
11.61538462,3.669803213,4.538461538,59,FCFS,FCFS
15.23529412,4.109235105,5.705882353,88,FCFS,FCFS
12.63157895,4.659009679,5.210526316,94,FCFS,FCFS
12.83333333,3.624760528,3.5,16,FCFS,FCFS
11.6,4.424176006,5.6,90,FCFS,FCFS
13.45454545,5.34897843,5.545454545,46,FCFS,FCFS
12.8,4.935585072,6,57,FCFS,FCFS
14.16666667,4.844813951,5.333333333,55,FCFS,FCFS
12.14285714,4.852939358,5.571428571,41,FCFS,FCFS
13.71428571,5.062870042,4.285714286,39,FCFS,FCFS
12.42857143,5.010193691,5.214285714,60,FCFS,FCFS
13.2,3.370459909,4,40,FCFS,FCFS
13.375,4.5535014,3.5,93,FCFS,FCFS
12.65,4.9626102,4.95,111,FCFS,FCFS
14.5,3.730504881,7.666666667,42,FCFS,FCFS
10.81818182,4.063544843,7.454545455,55,FCFS,FCFS
12.5,3.956008089,5.2,44,FCFS,FCFS
12.75,3.897114317,3.166666667,56,FCFS,FCFS
13.1,5.146843693,4.5,50,FCFS,FCFS
11.71428571,4.772369454,5.285714286,72,FCFS,FCFS
10.9375,4.478682144,4.8125,80,FCFS,FCFS
11.6,4.586937976,4.95,98,FCFS,FCFS
12,5.182387756,5.285714286,27,FCFS,FCFS
12.15384615,4.092134178,5.230769231,70,FCFS,FCFS
9.421052632,3.884053627,6.210526316,91,FCFS,FCFS
13.5,4.072263908,6.166666667,20,FCFS,FCFS
15.8,3.12409987,4,18,FCFS,FCFS
13.27272727,4.974314189,4.181818182,64,FCFS,FCFS
15.11111111,4.12160822,5,43,FCFS,FCFS
11.6,4.144072071,4.733333333,90,FCFS,FCFS
12,3.184785259,5.428571429,64,FCFS,FCFS
11.83333333,3.975620147,6.166666667,53,FCFS,FCFS
13.83333333,4.810289897,5.333333333,25,FCFS,FCFS
13,4.78969482,4.235294118,107,FCFS,FCFS
12.11111111,4.931631338,5.222222222,44,FCFS,FCFS
9.666666667,4.678556283,6.166666667,20,FCFS,FCFS
13.2,4.621688003,5.2,20,FCFS,FCFS
11.61538462,4.067478174,4.769230769,66,FCFS,FCFS
15.66666667,3.374742789,5.083333333,75,FCFS,FCFS
12.625,4.66201405,3.125,31,FCFS,FCFS
11.5,4.48144322,5.75,73,FCFS,FCFS
13,3.545621042,3.714285714,38,FCFS,FCFS
12.83333333,4.450343308,6.166666667,35,FCFS,FCFS
12,5.059644256,6,26,FCFS,FCFS
9.916666667,5.024246765,5.166666667,49,FCFS,FCFS
12.10526316,4.447290563,6.368421053,96,FCFS,FCFS
17.2,1.166190379,6.2,20,FCFS,FCFS
13.72727273,4.711512189,7,45,FCFS,FCFS
15,4.932882862,5.666666667,35,FCFS,FCFS
14.66666667,3.144660377,5.833333333,24,FCFS,FCFS
10.07142857,3.43228965,6.071428571,77,FCFS,FCFS
13.25,3.733296131,7,43,FCFS,FCFS
11.84615385,3.938882189,5.692307692,73,FCFS,FCFS
10.5,4.627814459,4.166666667,78,FCFS,FCFS
12.28571429,4.130523513,4.714285714,32,FCFS,FCFS
12.46153846,4.325512591,5.230769231,69,FCFS,FCFS
11.71428571,4.831867007,5.857142857,30,FCFS,FCFS
13,5.403702434,6,59,FCFS,FCFS
13.13333333,5.226428566,6.466666667,85,FCFS,FCFS
12.5,3.796928583,5.083333333,62,FCFS,FCFS
8,2.19089023,5,32,FCFS,FCFS
12.07692308,4.480067624,5.384615385,52,FCFS,FCFS
13.17647059,3.868960859,5.117647059,74,FCFS,FCFS
10,3.070597894,3.714285714,42,FCFS,FCFS
13.70588235,5.232980321,4.941176471,91,FCFS,FCFS
14.85714286,4.64230766,5,30,FCFS,FCFS
14.88888889,4.053652522,6.111111111,86,FCFS,FCFS
14.31578947,3.112836438,5.631578947,99,FCFS,FCFS
12.05,5.239036171,5.2,105,FCFS,FCFS
13.09090909,3.964720452,5.727272727,56,FCFS,FCFS
12.8,5.035871325,6.1,72,FCFS,FCFS
11.5,5.103920062,5.3,62,FCFS,FCFS
10,4.647580015,7.2,8,FCFS,FCFS
15.25,3.230711996,5.375,37,FCFS,FCFS
10.66666667,4.74926895,6.5,25,FCFS,FCFS
12,4.795831523,5.6875,89,FCFS,FCFS
12.63157895,4.474612907,5.789473684,112,FCFS,FCFS
13.25,4.728019318,4.666666667,49,FCFS,FCFS
12.07142857,3.863090652,5.428571429,66,FCFS,FCFS
11.8,4.430199394,4.933333333,69,FCFS,FCFS
11.5,5.064582905,6,52,FCFS,FCFS
13.0625,4.099828503,5.125,83,FCFS,FCFS
12,5.182387756,6.142857143,27,FCFS,FCFS
13.33333333,5.033222957,4.777777778,41,FCFS,FCFS
13.41176471,5.258705091,3.882352941,91,FCFS,FCFS
14.6,2.576819745,5.2,25,FCFS,FCFS
14.11111111,5.685155025,4.888888889,48,FCFS,FCFS
13.375,4.442338911,7,41,FCFS,FCFS
12.33333333,5.451809078,5.5,61,FCFS,FCFS
13.41176471,4.116806637,5.235294118,86,FCFS,FCFS
11.66666667,4.384315479,6.666666667,85,FCFS,FCFS
13.08333333,5.007633063,5.416666667,54,FCFS,FCFS
12.375,4.240798863,3.5625,77,FCFS,FCFS
12.21428571,4.662595406,6.285714286,55,FCFS,FCFS
12.72222222,4.494509682,6.277777778,69,FCFS,FCFS
11.38461538,4.067478174,4.153846154,68,FCFS,FCFS
11.8,4.707440918,7.4,9,FCFS,FCFS
10.70588235,4.126880404,6.235294118,107,FCFS,FCFS
12.41666667,3.377828033,5.083333333,51,FCFS,FCFS
17.8,1.720465053,4.2,10,FCFS,FCFS
13.125,5.487201017,3.625,28,FCFS,FCFS
15.4,3.342653636,5.466666667,73,FCFS,FCFS
14.85714286,5.303060341,7.285714286,37,FCFS,FCFS
13,5.196152423,5,27,FCFS,FCFS
14.17647059,4.61755339,6.058823529,94,FCFS,FCFS
12.11764706,4.663782269,5.058823529,87,FCFS,FCFS
14.13333333,4.287449384,6.133333333,82,FCFS,FCFS
13.4,4.487761134,5.85,102,FCFS,FCFS
12.6,4.079215611,5.733333333,56,FCFS,FCFS
12.84615385,4.11088899,6.538461538,67,FCFS,FCFS
11.6,4.715930449,5.2,97,FCFS,FCFS
11.125,5.2066664,4.75,39,FCFS,FCFS
11.26315789,4.050238528,5.210526316,105,FCFS,FCFS
9.818181818,4.468438446,6,57,FCFS,FCFS
12.33333333,4.5704364,7,17,FCFS,FCFS
14.66666667,4.05517502,5.333333333,31,FCFS,FCFS
13.77777778,4.429140317,4.777777778,94,FCFS,FCFS
12.57142857,3.849198167,6.142857143,31,FCFS,FCFS
12.83333333,4.317277949,5,84,FCFS,FCFS
13.76470588,5.151006889,5.588235294,84,FCFS,FCFS
9.692307692,3.89051342,4.384615385,73,FCFS,FCFS
13.14285714,6.057547156,6.142857143,49,FCFS,FCFS
12.05263158,4.536097142,5.526315789,99,FCFS,FCFS
12.4,3.996665277,4.466666667,88,FCFS,FCFS
12.11111111,4.72450925,4.444444444,37,FCFS,FCFS
13.1,3.806573262,5.5,43,FCFS,FCFS
12.06666667,4.864383026,5.466666667,55,FCFS,FCFS
13.3,4.539823785,5,93,FCFS,FCFS
12.72727273,5.206480387,5.909090909,62,FCFS,FCFS
11.75,4.798003057,7.25,62,FCFS,FCFS
10.85714286,3.270149469,3.714285714,49,FCFS,FCFS
12,5.022173058,5.944444444,88,FCFS,FCFS
12.61111111,5.056776409,4.777777778,86,FCFS,FCFS
13.75,5.16599458,4.25,89,FCFS,FCFS
11.72222222,4.770343053,5.388888889,104,FCFS,FCFS
14.3,5.020956084,6.4,32,FCFS,FCFS
14,4.748205403,6.909090909,53,FCFS,FCFS
12.63636364,3.796475094,5.545454545,61,FCFS,FCFS
12.14285714,4.3236417,5.857142857,27,FCFS,FCFS
14.4,4.715930449,5.6,26,FCFS,FCFS
15.11764706,4.171081859,5.352941176,83,FCFS,FCFS
12.15789474,4.533653783,5.368421053,114,FCFS,FCFS
13,4.358898944,5.625,33,FCFS,FCFS
11.75,5.517019123,4.625,49,FCFS,FCFS
13.8,6.079473661,4.8,23,FCFS,FCFS
10.5,4.11298756,6.25,54,FCFS,FCFS
9.5,4.663689527,5,65,FCFS,FCFS
13.23076923,3.576716288,4.538461538,63,FCFS,FCFS
10.78947368,4.696907688,4.894736842,77,FCFS,FCFS
12.7,4.1,6,113,FCFS,FCFS
14.5,2.692582404,5.625,46,FCFS,FCFS
14,5.403702434,5.3,45,FCFS,FCFS
12.21428571,4.988251503,6.285714286,67,FCFS,FCFS
13,3.958114029,7.083333333,71,FCFS,FCFS
12.125,4.044672422,3.875,87,FCFS,FCFS
12.64285714,4.65383318,6.714285714,80,FCFS,FCFS
12.57894737,4.158893951,6.105263158,85,FCFS,FCFS
12.27272727,3.863368975,5.272727273,47,FCFS,FCFS
12.61538462,5.181898398,5.538461538,67,FCFS,FCFS
12.42857143,5.287644435,5.571428571,19,FCFS,FCFS
10.4,5.748043145,4.5,52,FCFS,FCFS
12.07142857,3.825931926,5.214285714,54,FCFS,FCFS
12.86666667,3.844765561,6.066666667,70,FCFS,FCFS
14.6,3.773592453,6.4,17,FCFS,FCFS
12.28571429,2.962348765,6,33,FCFS,FCFS
10.53846154,4.892936583,5.846153846,68,FCFS,FCFS
13.42105263,4.283576831,5.421052632,103,FCFS,FCFS
12.15384615,5.066422708,6,52,FCFS,FCFS
13.66666667,5.734883511,5.833333333,32,FCFS,FCFS
13.875,4.922842167,5.4375,71,FCFS,FCFS
12.14285714,4.223355857,6.142857143,25,FCFS,FCFS
11.3,5.423098745,5.8,57,FCFS,FCFS
15.2,4.53431362,4.333333333,85,FCFS,FCFS
13.6,3.878143886,6.8,17,FCFS,FCFS
11.84210526,4.556812805,6,104,FCFS,FCFS
12,6.218252702,4.888888889,49,FCFS,FCFS
9.333333333,4.136557882,4.222222222,34,FCFS,FCFS
12.29411765,3.303557902,5.352941176,87,FCFS,FCFS
12.45454545,4.961004964,5.090909091,49,FCFS,FCFS
17,1.897366596,6.6,22,FCFS,FCFS
11.26315789,4.178165113,4.263157895,86,FCFS,FCFS
12.14285714,5.303060341,4.571428571,30,FCFS,FCFS
12.66666667,4.5704364,5.933333333,76,FCFS,FCFS
10.30769231,3.337078764,6.076923077,67,FCFS,FCFS
10,3.443420227,5.142857143,74,FCFS,FCFS
13.11111111,3.842581437,5.333333333,48,FCFS,FCFS
12.41666667,3.426814199,5.416666667,64,FCFS,FCFS
12.72222222,4.746993851,4.833333333,92,FCFS,FCFS
12.10526316,3.322882972,5.894736842,115,FCFS,FCFS
10.5,4.193248542,4.666666667,15,FCFS,FCFS
12.05882353,4.207424645,6,87,FCFS,FCFS
11.83333333,4.119735698,5.916666667,62,FCFS,FCFS
13.35714286,4.863965796,3.5,70,FCFS,FCFS
11.90909091,3.423303706,5.636363636,50,FCFS,FCFS
13.64705882,4.115125278,5.529411765,78,FCFS,FCFS
10.44444444,4.016939441,5.777777778,116,FCFS,FCFS
13.5,5.188127472,6.166666667,70,FCFS,FCFS
12.26315789,5.408006786,6.473684211,91,FCFS,FCFS
10.09090909,2.998622273,5.636363636,61,FCFS,FCFS
12.9,3.519943181,5.9,84,FCFS,FCFS
11.26666667,4.04090199,4.866666667,81,FCFS,FCFS
12.90909091,4.581673879,5.636363636,42,FCFS,FCFS
11.92857143,3.918168043,5.785714286,72,FCFS,FCFS
11.35714286,4.623034607,7,71,FCFS,FCFS
11.4,4.565084884,6.5,58,FCFS,FCFS
9.142857143,3.043896536,6.714285714,32,FCFS,FCFS
13.125,5.840323193,6.375,46,FCFS,FCFS
14.11111111,4.605418172,5.222222222,44,FCFS,FCFS
11.4375,5.012094747,5.9375,91,FCFS,FCFS
12.77777778,4.288946459,6.444444444,44,FCFS,FCFS
10.28571429,4.651091599,5.142857143,34,FCFS,FCFS
15.28571429,3.653346244,5.428571429,27,FCFS,FCFS
10.53333333,4.333846124,5.866666667,83,FCFS,FCFS
13.91666667,4.071411167,5.583333333,59,FCFS,FCFS
11.89473684,4.302933355,5.894736842,82,FCFS,FCFS
13,3.741657387,5.6,28,FCFS,FCFS
12,4.663689527,6.25,23,FCFS,FCFS
13,3.109126351,3.833333333,21,FCFS,FCFS
14.25,3.788689307,5.416666667,54,FCFS,FCFS
11.9,4.182104733,5.1,45,FCFS,FCFS
14.08333333,4.698551786,5.583333333,67,FCFS,FCFS
12.7,3.257299495,5.5,48,FCFS,FCFS
11.81818182,5.356698132,5.818181818,73,FCFS,FCFS
14.44444444,5.509811675,5,93,FCFS,FCFS
16.6,2.870540019,5.8,17,FCFS,FCFS
13.57894737,4.782817816,4.684210526,99,FCFS,FCFS
15,4,6.444444444,47,FCFS,FCFS
13.66666667,4.18993503,7.75,70,FCFS,FCFS
14.85714286,4.085814185,6.285714286,22,FCFS,FCFS
12.77777778,4.836844191,5.222222222,104,FCFS,FCFS
13.375,4.871793817,4.25,40,FCFS,FCFS
10,3.984344363,4.8125,91,FCFS,FCFS
14.125,3.982383081,6.125,38,FCFS,FCFS
11.9375,4.069225203,6.4375,91,FCFS,FCFS
13.29411765,4.649664199,6.882352941,86,FCFS,FCFS
12.54545455,4.459181261,4.818181818,39,FCFS,FCFS
14.61111111,3.251305531,5.277777778,106,FCFS,FCFS
11.53333333,3.461534663,5.933333333,86,FCFS,FCFS
12.52631579,5.092496245,4.842105263,78,FCFS,FCFS
11.1,4.414748011,5,105,FCFS,FCFS
12.06666667,4.538232647,5,79,FCFS,FCFS
13.42857143,5.381373772,5.142857143,56,FCFS,FCFS
11.5,5.013869652,4.944444444,104,FCFS,FCFS
8.857142857,2.356060357,5.571428571,36,FCFS,FCFS
11.27272727,2.525898907,6.181818182,51,FCFS,FCFS
10.875,3.903123749,6,86,FCFS,FCFS
11.08333333,4.386690729,6,65,FCFS,FCFS
14.27272727,4.287209499,5.363636364,48,FCFS,FCFS
12.6,4.498888752,3.6,15,FCFS,FCFS
12.1,5.682429058,5.95,119,FCFS,FCFS
12.5,3.730504881,5,21,FCFS,FCFS
11.42857143,4.531071865,5.357142857,74,FCFS,FCFS
12.4,3.47946356,6.066666667,54,FCFS,FCFS
14.14285714,3.522522287,5.571428571,36,FCFS,FCFS
14.6,4.543126677,5.4,27,FCFS,FCFS
13.92307692,4.393378557,4.615384615,71,FCFS,FCFS
11.3125,4.118840098,6.1875,94,FCFS,FCFS
11.84615385,3.697112259,5.307692308,77,FCFS,FCFS
16.4,1.2,7,17,FCFS,FCFS
12.91666667,4.329325069,5.5,59,FCFS,FCFS
13.41666667,5.171368828,4.5,53,FCFS,FCFS
14.33333333,5.055250296,5.333333333,18,FCFS,FCFS
13.07142857,3.453037704,5.071428571,70,FCFS,FCFS
12.6,4.469153537,4.8,95,FCFS,FCFS
12.75,4.220485754,5.625,94,FCFS,FCFS
13.47058824,5.326047503,6.058823529,105,FCFS,FCFS
11.94736842,4.418545655,5.736842105,112,FCFS,FCFS
14.33333333,4.068851872,4.888888889,103,FCFS,FCFS
10,4.932882862,5.666666667,41,FCFS,FCFS
9.285714286,3.692242281,4.928571429,73,FCFS,FCFS
13.17647059,5.260678709,5.058823529,112,FCFS,FCFS
11.33333333,3.726779962,3.833333333,30,FCFS,FCFS
13.92857143,4.66697035,6.357142857,75,FCFS,FCFS
9.857142857,4.223355857,6.285714286,25,FCFS,FCFS
12.3,3.950949253,7.1,40,FCFS,FCFS
11.38888889,4.535525069,4.722222222,93,FCFS,FCFS
12.07142857,4.574217899,5.928571429,52,FCFS,FCFS
12.5,4.387482194,3.9,42,FCFS,FCFS
12.35714286,4.760059166,5.785714286,85,FCFS,FCFS
12.70588235,4.495287806,5.235294118,96,FCFS,FCFS
14.27777778,3.927192318,4.833333333,101,FCFS,FCFS
11.57142857,4.776643856,6,42,FCFS,FCFS
13.22222222,4.314775075,4.333333333,47,FCFS,FCFS
12.3,5.657738064,5.9,43,FCFS,FCFS
15.4,4.572380853,4.866666667,76,FCFS,FCFS
13.05882353,5.640928045,4.941176471,72,FCFS,FCFS
13.625,4.858947931,6.625,88,FCFS,FCFS
15,5.154748158,7.428571429,36,FCFS,FCFS
10.5,4.444097209,4.5,46,FCFS,FCFS
12.5,4.663689527,6.7,97,FCFS,FCFS
10.88888889,4.483164667,6.166666667,82,FCFS,FCFS
12.53333333,5.031456604,6.2,74,FCFS,FCFS
14.57142857,3.849198167,6.428571429,50,FCFS,FCFS
13.9,4.846648326,4.3,45,FCFS,FCFS
9.4,2.653299832,5.4,28,FCFS,FCFS
10.27272727,4.371205556,4.818181818,47,FCFS,FCFS
9.2,4.06939799,5.4,54,FCFS,FCFS
12.63157895,4.781659328,5.526315789,82,FCFS,FCFS
12.38888889,4.832056025,5.166666667,96,FCFS,FCFS
13,4.78969482,5.764705882,101,FCFS,FCFS
14.52941176,4.045587968,6.588235294,89,FCFS,FCFS
13.22222222,3.583225666,7,63,FCFS,FCFS
11.16666667,3.077697552,5.166666667,34,FCFS,FCFS
13.875,4.498263554,6.3125,76,FCFS,FCFS
11.93333333,5.309948734,6.066666667,84,FCFS,FCFS
12.94117647,5.150335092,5.294117647,106,FCFS,FCFS
11.94117647,4.795470758,6.529411765,80,FCFS,FCFS
15.3,3.257299495,5.2,54,FCFS,FCFS
12,4.546060566,6.4,79,FCFS,FCFS
11.4,4.644710253,6.6,76,FCFS,FCFS
9.705882353,4.495287806,5.235294118,76,FCFS,FCFS
11.15384615,4.257954616,5.384615385,75,FCFS,FCFS
